;COUNTYFP;STATEFP;Geo Point;NAME;STATE_NAME
823;155;28;33.6130681109,-89.2848255762;Webster;Mississippi
824;35;35;32.6131446771,-105.741442552;Otero;New Mexico
825;115;72;18.4630482721,-66.9262663704;Quebradillas;Puerto Rico
826;117;29;39.7821029111,-93.5482792786;Livingston;Missouri
827;63;13;33.5419006063,-84.3576542517;Clayton;Georgia
828;73;27;44.995486929,-96.1734786585;Lac qui Parle;Minnesota
829;53;55;44.3191504404,-90.8051677338;Jackson;Wisconsin
830;17;31;42.4300205961,-99.9295064518;Brown;Nebraska
831;77;21;38.7568746647,-84.8593123857;Gallatin;Kentucky
832;17;21;38.2067299514,-84.2171399549;Bourbon;Kentucky
833;147;17;40.0103527451,-88.5910866502;Piatt;Illinois
834;101;19;41.0317620678,-91.9488728782;Jefferson;Iowa
835;179;29;37.3623265574,-90.9690828337;Reynolds;Missouri
836;159;26;42.285105582,-86.3064148915;Van Buren;Michigan
837;105;47;35.7347792105,-84.3118676685;Loudon;Tennessee
838;129;13;34.5031701949,-84.8759139254;Gordon;Georgia
839;55;12;27.3433797347,-81.3410379056;Highlands;Florida
840;157;31;41.8506075383,-103.70794664;Scotts Bluff;Nebraska
841;19;16;43.3877423794,-111.614752705;Bonneville;Idaho
842;87;21;37.2641094188,-85.5531056748;Green;Kentucky
843;137;46;44.9804118511,-101.665858437;Ziebach;South Dakota
844;29;72;18.328993222,-65.8878876071;Canóvanas;Puerto Rico
845;51;37;35.048611942,-78.8275607671;Cumberland;North Carolina
846;119;46;44.7155640273,-100.132245565;Sully;South Dakota
847;59;55;42.5785041032,-87.6531182363;Kenosha;Wisconsin
848;139;26;42.948534903,-86.4218821702;Ottawa;Michigan
849;15;8;38.7469030854,-106.194066665;Chaffee;Colorado
850;89;38;46.8106825848,-102.65508878;Stark;North Dakota
851;89;6;40.7637666014,-122.040521531;Shasta;California
852;113;22;29.8093893174,-92.304282947;Vermilion;Louisiana
853;193;37;36.2062757623,-81.1633856618;Wilkes;North Carolina
854;21;26;41.9957776876,-86.6854211599;Berrien;Michigan
855;119;26;45.0275448913,-84.127204086;Montmorency;Michigan
856;163;17;38.4703210348,-89.9283990217;St. Clair;Illinois
857;137;48;29.9826329444,-100.304741702;Edwards;Texas
858;65;17;38.0815539776,-88.5390962907;Hamilton;Illinois
859;37;56;41.6594961424,-108.879430782;Sweetwater;Wyoming
860;31;5;35.8307887047,-90.632841255;Craighead;Arkansas
861;121;1;33.3800616097,-86.1659036872;Talladega;Alabama
862;155;26;42.9537338684,-84.1467311037;Shiawassee;Michigan
863;620;51;36.6830914867,-76.9385845546;Franklin;Virginia
864;189;20;37.1923179509,-101.312046958;Stevens;Kansas
865;3;1;30.6609696648,-87.7498400784;Baldwin;Alabama
866;263;13;32.699486303,-84.5330101769;Talbot;Georgia
867;85;13;34.4442980744,-84.1706356875;Dawson;Georgia
868;135;39;39.7415270637,-84.6480146659;Preble;Ohio
869;89;8;37.9027017254,-103.716445685;Otero;Colorado
870;97;13;33.701828378,-84.7679728373;Douglas;Georgia
871;135;37;36.0611182361,-79.120649356;Orange;North Carolina
872;79;36;41.4266615572,-73.74951416;Putnam;New York
873;93;48;31.9479781068,-98.5582573019;Comanche;Texas
874;186;29;37.8944043802,-90.1944237;Ste. Genevieve;Missouri
875;163;31;41.220590588,-98.9762070587;Sherman;Nebraska
876;491;48;30.6480415096,-97.6007621039;Williamson;Texas
877;73;55;44.8982857088,-89.759058929;Marathon;Wisconsin
878;73;53;48.8296158722,-121.872821263;Whatcom;Washington
879;9;5;36.3085986469,-93.0915633723;Boone;Arkansas
880;111;29;40.0968997041,-91.7221441017;Lewis;Missouri
881;9;40;35.2687044015,-99.681956366;Beckham;Oklahoma
882;3;53;46.191800961,-117.203075017;Asotin;Washington
883;73;36;43.3822824324,-78.2304441066;Orleans;New York
884;137;26;45.0214343278,-84.5989931681;Otsego;Michigan
885;173;27;44.7162497148,-95.8683593995;Yellow Medicine;Minnesota
886;25;21;37.5216171391,-83.3240853027;Breathitt;Kentucky
887;67;45;34.0800586214,-79.362510123;Marion;South Carolina
888;15;19;42.0365026335,-93.9316370877;Boone;Iowa
889;147;37;35.5932989746,-77.3744965519;Pitt;North Carolina
890;99;19;41.6860388529,-93.0537645398;Jasper;Iowa
891;287;48;30.3106777835,-96.9657036787;Lee;Texas
892;1;6;37.6504930265,-121.917998966;Alameda;California
893;193;20;39.3509686024,-101.055531285;Thomas;Kansas
894;143;20;39.132537495,-97.6502157692;Ottawa;Kansas
895;157;47;35.1839946708,-89.8955956151;Shelby;Tennessee
896;85;21;37.4608189464,-86.3438765333;Grayson;Kentucky
897;29;56;44.5204732898,-109.587955049;Park;Wyoming
898;19;19;42.4707837931,-91.837842149;Buchanan;Iowa
899;69;27;48.7766295653,-96.7828440349;Kittson;Minnesota
900;141;29;38.4237395729,-92.8859845551;Morgan;Missouri
901;7;47;35.5964202026,-85.2051550952;Bledsoe;Tennessee
902;175;13;32.4636565938,-82.9222383646;Laurens;Georgia
903;61;36;40.7741618671,-73.9697971209;New York;New York
904;39;5;33.9698311293,-92.6544402046;Dallas;Arkansas
905;630;51;38.299192601,-77.4871504649;Fredericksburg;Virginia
906;125;48;33.6166121137,-100.778860652;Dickens;Texas
907;91;55;44.58291654,-92.0015496858;Pepin;Wisconsin
908;97;20;37.5582639151,-99.2860476017;Kiowa;Kansas
909;233;48;35.8400259746,-101.354699396;Hutchinson;Texas
910;465;48;29.8929601366,-101.151715198;Val Verde;Texas
911;49;55;43.0004744491,-90.1353840185;Iowa;Wisconsin
912;1;12;29.6747549911,-82.3577015483;Alachua;Florida
913;17;42;40.3369482878,-75.1068734265;Bucks;Pennsylvania
914;35;30;48.7050337785,-112.994708925;Glacier;Montana
915;113;12;30.6929040291,-87.0184494886;Santa Rosa;Florida
916;203;21;37.3651781719,-84.3159414648;Rockcastle;Kentucky
917;103;18;40.7695040098,-86.0450230743;Miami;Indiana
918;149;21;37.5291899516,-87.2636042463;McLean;Kentucky
919;59;41;45.5919771895,-118.736784883;Umatilla;Oregon
920;102;46;43.3355804524,-102.551617407;Oglala Lakota;South Dakota
921;61;12;27.6963908471,-80.5740896149;Indian River;Florida
922;103;42;41.3319875239,-75.0338289783;Pike;Pennsylvania
923;163;20;39.3502287543,-99.3250571176;Rooks;Kansas
924;117;13;34.225546386,-84.1250173789;Forsyth;Georgia
925;111;46;44.0234449525,-98.0913750444;Sanborn;South Dakota
926;51;40;35.0169370912,-97.8841201933;Grady;Oklahoma
927;78;55;45.0043671834,-88.7100058635;Menominee;Wisconsin
928;61;35;34.7154580153,-106.809062349;Valencia;New Mexico
929;29;55;45.0326297438,-87.028957047;Door;Wisconsin
930;29;29;38.0270346749,-92.7660468541;Camden;Missouri
931;47;40;36.3790614615,-97.7827227881;Garfield;Oklahoma
932;91;26;41.8950837577,-84.0663667481;Lenawee;Michigan
933;11;48;34.9649255862,-101.357404339;Armstrong;Texas
934;91;1;32.2476134122,-87.7895192944;Marengo;Alabama
935;49;1;34.4597729557,-85.8041426436;DeKalb;Alabama
936;11;50;44.8575139984,-72.9120265429;Franklin;Vermont
937;391;48;28.3215753001,-97.1595214632;Refugio;Texas
938;53;19;40.737682711,-93.7862814096;Decatur;Iowa
939;61;21;37.2088402055,-86.2386201495;Edmonson;Kentucky
940;1;24;39.6214732187,-78.6975385506;Allegany;Maryland
941;117;18;38.5417788857,-86.4950692821;Orange;Indiana
942;151;19;42.7341351105,-94.6787466122;Pocahontas;Iowa
943;19;5;34.0509558643,-93.1763674899;Clark;Arkansas
944;413;48;30.8974526088,-100.538546044;Schleicher;Texas
945;151;20;37.6477353374,-98.7395957092;Pratt;Kansas
946;97;51;37.7186360945,-76.8952824642;King and Queen;Virginia
947;35;17;39.2733468255,-88.2401981662;Cumberland;Illinois
948;143;18;38.6850699523,-85.7474680992;Scott;Indiana
949;101;40;35.6161390425,-95.3794738182;Muskogee;Oklahoma
950;367;48;32.777645813,-97.8050966636;Parker;Texas
951;183;13;31.752584831,-81.7457669756;Long;Georgia
952;149;26;41.9144142466,-85.5277446789;St. Joseph;Michigan
953;39;34;40.6598994131,-74.3081414246;Union;New Jersey
954;27;36;41.7651474406,-73.7428630516;Dutchess;New York
955;17;56;43.7189289965,-108.442097151;Hot Springs;Wyoming
956;333;48;31.4951939674,-98.5954600939;Mills;Texas
957;403;48;31.3431998626,-93.8518024149;Sabine;Texas
958;123;55;43.5938619334,-90.8343823934;Vernon;Wisconsin
959;97;40;36.3019098987,-95.2308460091;Mayes;Oklahoma
960;13;16;43.411940562,-113.980147573;Blaine;Idaho
961;31;8;39.7621646287,-104.875801423;Denver;Colorado
962;5;37;36.4912704378,-81.1278593427;Alleghany;North Carolina
963;33;40;34.2902311647,-98.3722432436;Cotton;Oklahoma
964;221;29;37.9616839121,-90.8774245019;Washington;Missouri
965;1;17;39.9879052609,-91.1884921409;Adams;Illinois
966;31;45;34.3325069471,-79.9577199015;Darlington;South Carolina
967;137;55;44.1131203121,-89.2428789608;Waushara;Wisconsin
968;110;2;58.4439351761,-134.230339191;Juneau;Alaska
969;45;31;42.7197222221,-103.135438139;Dawes;Nebraska
970;129;26;44.3349392585,-84.1264136573;Ogemaw;Michigan
971;131;48;27.6813329888,-98.5089060613;Duval;Texas
972;65;55;42.6604993637,-90.1317220132;Lafayette;Wisconsin
973;93;1;34.1365496957,-87.8871383639;Marion;Alabama
974;95;21;36.8569745004,-83.2179510399;Harlan;Kentucky
975;37;51;37.0116206611,-78.6616435866;Charlotte;Virginia
976;103;38;47.5875228967,-99.6609104924;Wells;North Dakota
977;41;39;40.2783937765,-83.0048853482;Delaware;Ohio
978;65;48;35.4035078706,-101.354183029;Carson;Texas
979;33;13;33.0611535027,-82.0007811537;Burke;Georgia
980;67;16;42.8542597176,-113.637461803;Minidoka;Idaho
981;59;21;37.731772508,-87.0872269242;Daviess;Kentucky
982;149;29;36.6867158656,-91.4032949632;Oregon;Missouri
983;127;26;43.6446171312,-86.5817719968;Oceana;Michigan
984;11;1;32.1005542205,-85.7156972254;Bullock;Alabama
985;23;36;42.5950071515,-76.0702669072;Cortland;New York
986;29;42;39.9731414157,-75.7484542227;Chester;Pennsylvania
987;33;24;38.8295152487,-76.8472924091;Prince George's;Maryland
988;99;39;41.0146401139,-80.7762950605;Mahoning;Ohio
989;85;36;40.5623281403,-74.1382730507;Richmond;New York
990;77;27;48.771256978,-94.9045482536;Lake of the Woods;Minnesota
991;121;55;44.3039525837,-91.3584515501;Trempealeau;Wisconsin
992;107;20;38.2122718972,-94.8429319755;Linn;Kansas
993;13;5;33.5580341574,-92.5030441645;Calhoun;Arkansas
994;91;8;38.1554971802,-107.76931682;Ouray;Colorado
995;125;47;36.4968580761,-87.382887079;Montgomery;Tennessee
996;55;38;47.6069508739,-101.321804009;McLean;North Dakota
997;47;1;32.325973709,-87.1064763258;Dallas;Alabama
998;195;37;35.7051457145,-77.9186629547;Wilson;North Carolina
999;79;47;36.3318375802,-88.3012135686;Henry;Tennessee
1000;53;18;40.5158445871,-85.6547259036;Grant;Indiana
1001;257;13;34.5539435236,-83.2934335296;Stephens;Georgia
1002;97;48;33.6392003476,-97.2126261296;Cooke;Texas
1003;71;12;26.5756896561,-81.9154527285;Lee;Florida
1004;171;51;38.8583044048,-78.570851665;Shenandoah;Virginia
1005;107;21;37.3088201365,-87.540842137;Hopkins;Kentucky
1006;9;4;32.9326627045,-109.887451628;Graham;Arizona
1007;109;30;46.9653297577,-104.248943969;Wibaux;Montana
1008;315;13;31.9728932009,-83.4323638025;Wilcox;Georgia
1009;75;16;44.0067583131,-116.76084539;Payette;Idaho
1010;95;48;31.3264967359,-99.8639623316;Concho;Texas
1011;131;47;36.3582326717,-89.1487992023;Obion;Tennessee
1012;31;27;47.726661247,-90.3859738837;Cook;Minnesota
1013;9;30;45.2273857114,-109.028015883;Carbon;Montana
1014;13;55;45.8627174808,-92.3675651683;Burnett;Wisconsin
1015;141;37;34.5150997489,-77.8884355846;Pender;North Carolina
1016;1;9;41.2249600832,-73.3712046145;Fairfield;Connecticut
1017;710;51;36.9233401324,-76.2456336955;Norfolk;Virginia
1018;45;56;43.8404850615,-104.567830048;Weston;Wyoming
1019;161;13;31.8055957772,-82.6369408916;Jeff Davis;Georgia
1020;315;48;32.7979817888,-94.3572221859;Marion;Texas
1021;75;18;40.4379183725,-85.0056353252;Jay;Indiana
1022;89;54;37.6558723241,-80.8585729141;Summers;West Virginia
1023;79;1;34.5216520166,-87.311044513;Lawrence;Alabama
1024;421;48;36.2776668644,-101.893467006;Sherman;Texas
1025;113;29;39.0580193147,-90.9600453966;Lincoln;Missouri
1026;13;48;28.8935249788,-98.5271322703;Atascosa;Texas
1027;219;13;33.8349402867,-83.437054781;Oconee;Georgia
1028;79;12;30.4441430277,-83.4701228264;Madison;Florida
1029;159;31;40.872385845,-97.1395097335;Seward;Nebraska
1030;19;39;40.5795915499,-81.0897165993;Carroll;Ohio
1031;91;22;30.8219752667,-90.7103202756;St. Helena;Louisiana
1032;139;55;44.0688768938,-88.6446587541;Winnebago;Wisconsin
1033;21;30;47.2663787156,-104.89951088;Dawson;Montana
1034;1;4;35.3955080611,-109.488828707;Apache;Arizona
1035;253;13;30.9387779365,-84.8688701106;Seminole;Georgia
1036;171;48;30.3180548031,-98.9464800144;Gillespie;Texas
1037;99;51;38.2737274749,-77.1564526995;King George;Virginia
1038;75;42;40.3672314599,-76.4577127611;Lebanon;Pennsylvania
1039;57;29;37.4320425654,-93.8502883553;Dade;Missouri
1040;105;39;39.0822408645,-82.0229005014;Meigs;Ohio
1041;99;40;34.482314169,-97.0679060587;Murray;Oklahoma
1042;1;10;39.0959545402,-75.5046137018;Kent;Delaware
1043;81;30;46.0816740437,-114.120758882;Ravalli;Montana
1044;117;20;39.7836260546,-96.5229367542;Marshall;Kansas
1045;105;30;48.3653542741,-106.667442369;Valley;Montana
1046;187;51;38.9086479451,-78.2084593587;Warren;Virginia
1047;41;18;39.6400558465,-85.1787249608;Fayette;Indiana
1048;81;31;40.8730327985,-98.0228653105;Hamilton;Nebraska
1049;207;13;33.0138972496,-83.9186821405;Monroe;Georgia
1050;53;47;35.9966113202,-88.9326248037;Gibson;Tennessee
1051;149;51;37.1865096844,-77.2241521943;Prince George;Virginia
1052;27;38;47.7176029342,-98.9016466849;Eddy;North Dakota
1053;53;53;47.0376054401,-122.13722281;Pierce;Washington
1054;25;40;36.7483050997,-102.517723689;Cimarron;Oklahoma
1055;125;31;41.397302247,-97.9922509137;Nance;Nebraska
1056;21;6;39.5984047698,-122.392206808;Glenn;California
1057;1;33;43.5179689655,-71.4226936063;Belknap;New Hampshire
1058;159;51;37.9370590546,-76.7296872797;Richmond;Virginia
1059;57;5;33.7353045888,-93.6684431539;Hempstead;Arkansas
1060;99;46;43.6741782318,-96.7914365084;Minnehaha;South Dakota
1061;35;26;43.9878918655,-84.8478607548;Clare;Michigan
1062;37;34;41.1392969335,-74.6908006832;Sussex;New Jersey
1063;91;36;43.1073811968,-73.8639045541;Saratoga;New York
1064;13;49;40.2982423213,-110.42518446;Duchesne;Utah
1065;71;38;48.2689430235,-98.7201050468;Ramsey;North Dakota
1066;61;47;35.388366704,-85.7225823933;Grundy;Tennessee
1067;27;51;37.2666155974,-82.0360146573;Buchanan;Virginia
1068;49;22;32.3020349252,-92.5577401117;Jackson;Louisiana
1069;21;38;46.1101251059,-98.504704356;Dickey;North Dakota
1070;5;29;40.4308475737,-95.4280934716;Atchison;Missouri
1071;45;48;34.5302641047,-101.208593305;Briscoe;Texas
1072;15;40;35.1744060361,-98.3751581878;Caddo;Oklahoma
1073;41;36;43.661121629,-74.4973551336;Hamilton;New York
1074;37;29;38.6469784457,-94.3548163135;Cass;Missouri
1075;29;51;37.5722077541,-78.5287073251;Buckingham;Virginia
1076;29;37;36.3411216216,-76.1609504039;Camden;North Carolina
1077;13;8;40.0924597674,-105.35770567;Boulder;Colorado
1078;109;12;29.9121811706,-81.4098866827;St. Johns;Florida
1079;79;29;40.1139269766,-93.5653381974;Grundy;Missouri
1080;75;47;35.5832218368,-89.2838357978;Haywood;Tennessee
1081;95;26;46.7140170601,-85.564118869;Luce;Michigan
1082;19;33;43.3612746976,-72.2222293649;Sullivan;New Hampshire
1083;141;13;33.2704260085,-83.0006868923;Hancock;Georgia
1084;29;54;40.5218545215,-80.5738922207;Hancock;West Virginia
1085;3;72;18.3762890029,-67.1867288243;Aguada;Puerto Rico
1086;139;29;38.941491042,-91.4702087982;Montgomery;Missouri
1087;473;48;30.010805099,-95.9876533263;Waller;Texas
1088;105;5;34.9473737476,-92.9314699116;Perry;Arkansas
1089;120;69;14.946529427,145.604845482;Tinian;Northern Mariana Islands
1090;29;20;39.4802974375,-97.6492819059;Cloud;Kansas
1091;39;17;40.1746293382,-88.9040887049;De Witt;Illinois
1092;27;54;39.3170652967,-78.614168492;Hampshire;West Virginia
1093;445;48;33.1738126593,-102.335196551;Terry;Texas
1094;7;45;34.5192808123,-82.6377509574;Anderson;South Carolina
1095;39;28;30.8626068236,-88.6440346093;George;Mississippi
1096;85;17;42.3658182043,-90.2125952059;Jo Daviess;Illinois
1097;469;48;28.7963514929,-96.971525279;Victoria;Texas
1098;135;18;40.1576395642,-85.011310408;Randolph;Indiana
1099;59;29;37.6804065048,-93.0236553896;Dallas;Missouri
1100;81;21;38.6488155619,-84.6246133807;Grant;Kentucky
1101;39;13;30.9224883015,-81.6363849358;Camden;Georgia
1102;17;38;46.932964277,-97.2480210132;Cass;North Dakota
1103;33;46;43.6776345435,-103.451555966;Custer;South Dakota
1104;61;38;48.2013321625,-102.355667862;Mountrail;North Dakota
1105;50;2;60.8490903436,-160.195267975;Bethel;Alaska
1106;227;29;40.4791367057,-94.4221022302;Worth;Missouri
1107;25;56;42.9622404458,-106.798493803;Natrona;Wyoming
1108;131;19;43.3564123717,-92.7890314515;Mitchell;Iowa
1109;25;22;31.6661684568,-91.8470716058;Catahoula;Louisiana
1110;59;16;44.9432516761,-113.933251642;Lemhi;Idaho
1111;29;28;31.8692373987,-90.448798677;Copiah;Mississippi
1112;60;2;58.7332560682,-156.981015248;Bristol Bay;Alaska
1113;31;49;38.3366204607,-112.127186525;Piute;Utah
1114;43;21;38.318172839,-83.0495338272;Carter;Kentucky
1115;49;26;43.0217229031,-83.7067110419;Genesee;Michigan
1116;7;22;29.9007722759,-91.0625868595;Assumption;Louisiana
1117;97;5;34.5387970384,-93.6595529416;Montgomery;Arkansas
1118;179;13;31.8072288628,-81.4562556854;Liberty;Georgia
1119;141;40;34.3728526138,-98.924242239;Tillman;Oklahoma
1120;35;18;40.2275253191,-85.3968993017;Delaware;Indiana
1121;63;72;18.2664113682,-65.9792691875;Gurabo;Puerto Rico
1122;145;21;37.0540793189,-88.71271926;McCracken;Kentucky
1123;117;22;30.8533433125,-90.0405268831;Washington;Louisiana
1124;183;17;40.183401621,-87.732815214;Vermilion;Illinois
1125;85;22;31.5640129586,-93.5546968685;Sabine;Louisiana
1126;373;48;30.792719766,-94.8300248619;Polk;Texas
1127;123;36;42.633442368,-77.1054588564;Yates;New York
1128;33;53;47.4909231926,-121.83595173;King;Washington
1129;17;41;43.9150098006,-121.228141798;Deschutes;Oregon
1130;107;36;42.170297478,-76.306316775;Tioga;New York
1131;83;46;43.2789221432,-96.721824276;Lincoln;South Dakota
1132;147;18;38.0140589617,-87.0077059131;Spencer;Indiana
1133;389;48;31.3231861567,-103.693167266;Reeves;Texas
1134;91;12;30.6650297247,-86.5921750794;Okaloosa;Florida
1135;121;37;36.0132038869,-82.1635815487;Mitchell;North Carolina
1136;67;40;34.1110028943,-97.8357913307;Jefferson;Oklahoma
1137;145;5;35.2562753346,-91.7455472673;White;Arkansas
1138;117;26;43.3109397092,-85.15248111;Montcalm;Michigan
1139;21;12;26.0992389901,-81.3809730552;Collier;Florida
1140;5;50;44.464696712,-72.1022211883;Caledonia;Vermont
1141;85;48;33.1879272437,-96.57240407;Collin;Texas
1142;115;12;27.1824778115,-82.3649735213;Sarasota;Florida
1143;31;26;45.4729404291,-84.492064415;Cheboygan;Michigan
1144;153;18;39.0888346851,-87.4146903866;Sullivan;Indiana
1145;135;51;37.1430626393,-78.051263729;Nottoway;Virginia
1146;75;1;33.7792058021,-88.0968988585;Lamar;Alabama
1147;35;29;36.941272036,-90.9623104086;Carter;Missouri
1148;95;22;30.1264602387,-90.4708835924;St. John the Baptist;Louisiana
1149;45;26;42.596069775,-84.8383148406;Eaton;Michigan
1150;282;2;59.8632076093,-140.381018617;Yakutat;Alaska
1151;83;31;40.1764957551,-99.4046440743;Harlan;Nebraska
1152;61;29;39.9607450135,-93.9854672168;Daviess;Missouri
1153;97;39;39.8940298185,-83.4001988278;Madison;Ohio
1154;7;50;44.4609805861,-73.0809205876;Chittenden;Vermont
1155;9;15;20.867735408,-156.617058801;Maui;Hawaii
1156;31;20;38.2368379381,-95.7341117812;Coffey;Kansas
1157;53;40;36.7961439421,-97.7861241175;Grant;Oklahoma
1158;205;13;31.2253196926,-84.1943088346;Mitchell;Georgia
1159;680;51;37.4002848554,-79.190856302;Lynchburg;Virginia
1160;43;48;29.8119497744,-103.251755856;Brewster;Texas
1161;83;72;18.2370904175,-66.9834149992;Las Marías;Puerto Rico
1162;29;22;31.445835936,-91.6400549956;Concordia;Louisiana
1163;193;48;31.704803053,-98.110725849;Hamilton;Texas
1164;3;20;38.2142048256,-95.2933285252;Anderson;Kansas
1165;49;28;32.2667019192,-90.4428211702;Hinds;Mississippi
1166;69;54;40.0969217077,-80.619057007;Ohio;West Virginia
1167;65;54;39.5604331495,-78.2577317099;Morgan;West Virginia
1168;17;33;43.29699417,-71.0288020158;Strafford;New Hampshire
1169;341;48;35.8376872526,-101.89292281;Moore;Texas
1170;19;49;38.981944957,-109.569833712;Grand;Utah
1171;111;5;35.5740321244,-90.6629400421;Poinsett;Arkansas
1172;453;48;30.3346942825,-97.7819489614;Travis;Texas
1173;101;36;42.267809005,-77.3838032543;Steuben;New York
1174;73;18;41.0229983046,-87.1161212419;Jasper;Indiana
1175;67;46;43.3348466891,-97.7544162352;Hutchinson;South Dakota
1176;43;46;43.386924164,-98.3660983597;Douglas;South Dakota
1177;47;24;38.2164999843,-75.2966708247;Worcester;Maryland
1178;95;40;34.0245101817,-96.7691343971;Marshall;Oklahoma
1179;63;5;35.7415534129,-91.5697116529;Independence;Arkansas
1180;85;5;34.7542368128,-91.8887898981;Lonoke;Arkansas
1181;33;1;34.7004337984,-87.8049852867;Colbert;Alabama
1182;145;37;36.3900951244,-78.9718051426;Person;North Carolina
1183;195;20;38.9143249144,-99.8727358362;Trego;Kansas
1184;181;13;33.7936596461,-82.4512128043;Lincoln;Georgia
1185;95;31;40.1757608618,-97.1427156563;Jefferson;Nebraska
1186;145;29;36.9055088424,-94.3392465045;Newton;Missouri
1187;37;6;34.1979978627,-118.26101385;Los Angeles;California
1188;73;28;31.2060330455,-89.5086725366;Lamar;Mississippi
1189;33;30;47.2776387249,-106.992889065;Garfield;Montana
1190;15;28;33.4485258506,-89.9201976988;Carroll;Mississippi
1191;203;48;32.5481331978,-94.3714865548;Harrison;Texas
1192;131;40;36.3715618824,-95.6043730203;Rogers;Oklahoma
1193;103;48;31.4284974445,-102.51556846;Crane;Texas
1194;1;26;44.6836233781,-83.1290075152;Alcona;Michigan
1195;225;29;37.2809053404,-92.8758770268;Webster;Missouri
1196;17;18;40.761491497,-86.3459465589;Cass;Indiana
1197;129;21;37.5947979696,-83.7162777687;Lee;Kentucky
1198;3;49;41.5210180281,-113.082022662;Box Elder;Utah
1199;319;13;32.8024055204,-83.1712490669;Wilkinson;Georgia
1200;25;8;38.326661062,-103.784825661;Crowley;Colorado
1201;41;31;41.394264035,-99.7261437929;Custer;Nebraska
1202;11;28;33.7955389816,-90.8804009104;Bolivar;Mississippi
1203;407;48;30.5795335845,-95.1669012009;San Jacinto;Texas
1204;139;39;40.7746843377,-82.5364843947;Richland;Ohio
1205;257;48;32.5993157059,-96.287794573;Kaufman;Texas
1206;11;4;33.2154016682,-109.240355413;Greenlee;Arizona
1207;61;13;31.6262755156,-84.9801029119;Clay;Georgia
1208;100;69;14.1515429648,145.215166139;Rota;Northern Mariana Islands
1209;37;41;42.7934613757,-120.38733759;Lake;Oregon
1210;283;13;32.4038815035,-82.567282527;Treutlen;Georgia
1211;317;48;32.3060301333,-101.951216779;Martin;Texas
1212;97;19;42.1717425857,-90.5742293965;Jackson;Iowa
1213;43;13;32.403442782,-82.0736728222;Candler;Georgia
1214;37;1;32.9362268304,-86.2476592648;Coosa;Alabama
1215;163;18;38.0249578597,-87.5857849635;Vanderburgh;Indiana
1216;23;34;40.4400836596,-74.4088356547;Middlesex;New Jersey
1217;5;25;41.7570882119,-71.0885008559;Bristol;Massachusetts
1218;115;36;43.3137033973,-73.4307589223;Washington;New York
1219;23;35;31.9141614433,-108.714976887;Hidalgo;New Mexico
1220;83;8;37.3384339705,-108.596669828;Montezuma;Colorado
1221;39;29;37.7238515313,-93.8566135049;Cedar;Missouri
1222;13;30;47.3079544484,-111.347045865;Cascade;Montana
1223;93;26;42.6029174357,-83.9115277453;Livingston;Michigan
1224;79;46;44.0220442699,-97.129376351;Lake;South Dakota
1225;33;37;36.3932742158,-79.3335234769;Caswell;North Carolina
1226;19;51;37.3151524068,-79.5241721318;Bedford;Virginia
1227;143;5;35.9790563044,-94.2155848036;Washington;Arkansas
1228;169;51;36.7142829107,-82.6029222713;Scott;Virginia
1229;95;8;40.5938843197,-102.357579601;Phillips;Colorado
1230;105;28;33.4249531354,-88.8793051624;Oktibbeha;Mississippi
1231;71;21;37.5571085124,-82.7457041434;Floyd;Kentucky
1232;87;37;35.5560557128,-82.9821729698;Haywood;North Carolina
1233;321;13;31.5515116745,-83.8508756933;Worth;Georgia
1234;235;21;36.7580732628,-84.145177727;Whitley;Kentucky
1235;133;31;40.1315428804,-96.2370551712;Pawnee;Nebraska
1236;7;32;41.1457829623,-115.35770071;Elko;Nevada
1237;19;32;39.020397715,-119.189196841;Lyon;Nevada
1238;39;40;35.6388377895,-99.0015558433;Custer;Oklahoma
1239;127;39;39.7371483117,-82.2361379221;Perry;Ohio
1240;670;51;37.2914862292,-77.2984913408;Hopewell;Virginia
1241;15;6;41.744942366,-123.957801356;Del Norte;California
1242;127;40;34.416170665,-95.3758623589;Pushmataha;Oklahoma
1243;101;13;30.7100896074,-82.8939351883;Echols;Georgia
1244;17;37;34.6145873342,-78.5636493115;Bladen;North Carolina
1245;219;29;38.7646163949,-91.1606930888;Warren;Missouri
1246;81;55;43.9457158153,-90.6178241184;Monroe;Wisconsin
1247;225;21;37.6584480026,-87.9453835494;Union;Kentucky
1248;145;27;45.5521529589,-94.6130114109;Stearns;Minnesota
1249;25;47;36.4858546341,-83.6604159043;Claiborne;Tennessee
1250;85;69;18.1183693017,145.631090555;Northern Islands;Northern Mariana Islands
1251;109;21;37.4197763873,-84.0057660473;Jackson;Kentucky
1252;33;22;30.5382395947,-91.0956166217;East Baton Rouge;Louisiana
1253;101;30;48.6553582885,-111.695670939;Toole;Montana
1254;249;13;32.2616858077,-84.3147208166;Schley;Georgia
1255;43;16;44.2287741072,-111.481955865;Fremont;Idaho
1256;17;55;45.0694080018,-91.2798860249;Chippewa;Wisconsin
1257;199;21;37.1039268916,-84.5771762961;Pulaski;Kentucky
1258;173;13;31.0378936572,-83.0626533592;Lanier;Georgia
1259;107;28;34.3639350883,-89.9505672784;Panola;Mississippi
1260;121;48;33.2052512262,-97.1170055183;Denton;Texas
1261;47;19;42.037212461,-95.3819677478;Crawford;Iowa
1262;27;13;30.8419677363,-83.5802119065;Brooks;Georgia
