;COUNTYFP;STATEFP;Geo Point;NAME;STATE_NAME
2059;183;21;37.478191684,-86.8488901965;Ohio;Kentucky
2060;1;16;43.4511000415,-116.241166631;Ada;Idaho
2061;49;42;42.1174762417,-80.0981063578;Erie;Pennsylvania
2062;109;46;45.6296435561,-96.9461134069;Roberts;South Dakota
2063;27;40;35.2030564629,-97.3264528463;Cleveland;Oklahoma
2064;163;27;45.0387533824,-92.883969287;Washington;Minnesota
2065;123;5;35.0219948491,-90.7478115543;St. Francis;Arkansas
2066;5;28;31.1743965268,-90.8044314871;Amite;Mississippi
2067;153;19;41.6855048252,-93.5735335401;Polk;Iowa
2068;113;40;36.6291866782,-96.3984928926;Osage;Oklahoma
2069;39;37;35.1338574515,-84.063444228;Cherokee;North Carolina
2070;17;54;39.2691704778,-80.70696595;Doddridge;West Virginia
2071;103;6;40.1257361849,-122.233884853;Tehama;California
2072;35;21;36.6211012796,-88.2722011175;Calloway;Kentucky
2073;155;19;41.3366123482,-95.542393077;Pottawattamie;Iowa
2074;121;13;33.7902830104,-84.4669897339;Fulton;Georgia
2075;313;48;30.9655385978,-95.928410107;Madison;Texas
2076;3;46;43.7180195308,-98.5615628976;Aurora;South Dakota
2077;53;38;47.7401606201,-103.3952782;McKenzie;North Dakota
2078;105;46;45.4905020909,-102.475635949;Perkins;South Dakota
2079;129;1;31.4076037932,-88.2078768076;Washington;Alabama
2080;43;27;43.6739283199,-93.947999339;Faribault;Minnesota
2081;443;48;30.2249615668,-102.07648647;Terrell;Texas
2082;23;51;37.5571191153,-79.8123170828;Botetourt;Virginia
2083;269;13;32.5554592715,-84.2504642348;Taylor;Georgia
2084;123;42;41.8145746206,-79.2741433707;Warren;Pennsylvania
2085;12;4;33.7293704444,-113.981607439;La Paz;Arizona
2086;77;26;42.2454540023,-85.5311845383;Kalamazoo;Michigan
2087;55;20;38.0443048231,-100.736990786;Finney;Kansas
2088;107;17;40.1245363517,-89.3675209057;Logan;Illinois
2089;179;19;41.0305845373,-92.4094498846;Wapello;Iowa
2090;153;40;36.422718944,-99.265080664;Woodward;Oklahoma
2091;71;41;45.2326671224,-123.308162692;Yamhill;Oregon
2092;7;72;18.2510736121,-66.1273464876;Aguas Buenas;Puerto Rico
2093;175;51;36.7204000351,-77.1061007631;Southampton;Virginia
2094;77;39;41.1461539274,-82.5984082765;Huron;Ohio
2095;109;5;34.1634980417,-93.6563416658;Pike;Arkansas
2096;77;8;39.0182904955,-108.466440182;Mesa;Colorado
2097;103;20;39.1993345198,-95.0379114409;Leavenworth;Kansas
2098;159;29;38.7282893735,-93.2850962929;Pettis;Missouri
2099;33;8;37.7516108062,-108.517265273;Dolores;Colorado
2100;29;27;47.5776534848,-95.3790237804;Clearwater;Minnesota
2101;87;6;37.0216059108,-122.009787403;Santa Cruz;California
2102;31;48;30.2663768834,-98.3998650256;Blanco;Texas
2103;69;51;39.2045833383,-78.2625471123;Frederick;Virginia
2104;31;1;31.4026271796,-85.9882069262;Coffee;Alabama
2105;25;23;45.5138551635,-69.9588160836;Somerset;Maine
2106;339;48;30.3002128386,-95.5030137057;Montgomery;Texas
2107;57;30;45.3006916099,-111.920256238;Madison;Montana
2108;230;2;59.5599920529,-135.336672633;Skagway;Alaska
2109;123;13;34.6911781057,-84.4556269832;Gilmer;Georgia
2110;53;21;36.7274816255,-85.1360135602;Clinton;Kentucky
2111;189;48;34.0705125102,-101.8268813;Hale;Texas
2112;61;28;32.0191127391,-89.1188598215;Jasper;Mississippi
2113;47;39;39.5598830033,-83.4560972785;Fayette;Ohio
2114;30;78;18.3286016876,-64.9670827857;St. Thomas;U.S. Virgin Islands
2115;63;55;43.9065519065,-91.1151957557;La Crosse;Wisconsin
2116;21;22;32.0922715486,-92.1166058761;Caldwell;Louisiana
2117;123;29;37.4780954961,-90.3450261596;Madison;Missouri
2118;265;13;33.5660908408,-82.8787644687;Taliaferro;Georgia
2119;7;34;39.8035392391,-74.9597543553;Camden;New Jersey
2120;115;37;35.8580358086,-82.7057582627;Madison;North Carolina
2121;51;41;45.5467908912,-122.414922836;Multnomah;Oregon
2122;5;54;38.0229965906,-81.7112126287;Boone;West Virginia
2123;119;21;37.3540523996,-82.9541313398;Knott;Kentucky
2124;63;27;43.6741733017,-95.1541129519;Jackson;Minnesota
2125;89;18;41.4722121302,-87.3763856;Lake;Indiana
2126;3;15;23.7186403965,-164.736740347;Honolulu;Hawaii
2127;93;8;39.1193028617,-105.717174716;Park;Colorado
2128;435;48;30.4982930281,-100.538187495;Sutton;Texas
2129;57;1;33.7212061505,-87.7388619701;Fayette;Alabama
2130;97;72;18.1831012969,-67.6050637583;Mayagüez;Puerto Rico
2131;123;72;17.9729540131,-66.261975661;Salinas;Puerto Rico
2132;15;46;43.7180588837,-99.0809353963;Brule;South Dakota
2133;19;42;40.9118486723,-79.9132708157;Butler;Pennsylvania
2134;201;29;37.0530460164,-89.5685146862;Scott;Missouri
2135;103;17;41.7461054437,-89.3003092504;Lee;Illinois
2136;91;48;29.8081801337,-98.2782455413;Comal;Texas
2137;11;36;43.0103267267,-76.5743582093;Cayuga;New York
2138;181;20;39.3514336872,-101.719980701;Sherman;Kansas
2139;169;39;40.8288491598,-81.8880189942;Wayne;Ohio
2140;53;6;36.2397743956,-121.308901554;Monterey;California
2141;65;18;39.9310397361,-85.3964353742;Henry;Indiana
2142;159;21;37.8015772072,-82.5132925147;Martin;Kentucky
2143;189;21;37.4192050035,-83.6831118762;Owsley;Kentucky
2144;27;49;39.0732871864,-113.10069891;Millard;Utah
2145;51;30;48.561754652,-111.024580148;Liberty;Montana
2146;3;29;39.9835107818,-94.8020598986;Andrew;Missouri
2147;77;54;39.4692968709,-79.6681619853;Preston;West Virginia
2148;135;55;44.4704611746,-88.9647928071;Waupaca;Wisconsin
2149;103;12;27.9026762041,-82.7395539464;Pinellas;Florida
2150;189;37;36.2311062795,-81.6964250718;Watauga;North Carolina
2151;31;54;39.0075029241,-78.8579227191;Hardy;West Virginia
2152;111;47;36.5320343549,-86.0072701421;Macon;Tennessee
2153;177;20;39.0415137637,-95.7565342577;Shawnee;Kansas
2154;385;48;29.8317429384,-99.8221669212;Real;Texas
2155;27;46;42.9145713002,-96.9756376237;Clay;South Dakota
2156;1;54;39.1329338744,-80.0030288847;Barbour;West Virginia
2157;175;47;35.695981462,-85.4526142035;Van Buren;Tennessee
2158;7;19;40.74316347,-92.8686104167;Appanoose;Iowa
2159;97;22;30.5988510952,-92.0058568609;St. Landry;Louisiana
2160;69;36;42.8528477813,-77.2998210492;Ontario;New York
2161;85;40;33.9498610997,-97.2441230299;Love;Oklahoma
2162;59;26;41.8877674933,-84.5929278019;Hillsdale;Michigan
2163;3;31;42.1769034689,-98.0666853094;Antelope;Nebraska
2164;131;18;41.0418321081,-86.6987792624;Pulaski;Indiana
2165;49;37;35.117685821,-77.082003837;Craven;North Carolina
2166;13;18;39.1962111616,-86.2273748048;Brown;Indiana
2167;7;8;37.1936094363,-107.048288324;Archuleta;Colorado
2168;25;42;40.9181829168,-75.7088216052;Carbon;Pennsylvania
2169;171;47;36.1107306366,-82.432342828;Unicoi;Tennessee
2170;83;45;34.9312465729,-81.9908274743;Spartanburg;South Carolina
2171;33;41;42.3654992437,-123.555497668;Josephine;Oregon
2172;51;17;39.0001785652,-89.0241202321;Fayette;Illinois
2173;305;13;31.5514336788,-81.9167587358;Wayne;Georgia
2174;7;53;47.8692071189,-120.618973477;Chelan;Washington
2175;149;37;35.2792789622,-82.1696779265;Polk;North Carolina
2176;51;42;39.9198995806,-79.6473693491;Fayette;Pennsylvania
2177;11;72;18.287078989,-67.1315302779;Añasco;Puerto Rico
2178;183;20;39.785156359,-98.7854727927;Smith;Kansas
2179;31;22;32.0554496236,-93.7372773737;De Soto;Louisiana
2180;19;53;48.4701446298,-118.516586208;Ferry;Washington
2181;35;37;35.662042354,-81.2150705598;Catawba;North Carolina
2182;17;22;32.5801941764,-93.8823968489;Caddo;Louisiana
2183;113;37;35.1504672096,-83.4221767088;Macon;North Carolina
2184;105;21;36.6781704977,-88.9762156953;Hickman;Kentucky
2185;99;17;41.3440027805,-88.8859379256;LaSalle;Illinois
2186;101;55;42.7511742879,-87.6960810134;Racine;Wisconsin
2187;65;8;39.2023794705,-106.344837734;Lake;Colorado
2188;85;6;37.2324840341,-121.696278854;Santa Clara;California
2189;19;45;32.8250434949,-79.896819219;Charleston;South Carolina
2190;27;39;39.4149780091,-83.808378857;Clinton;Ohio
2191;105;8;37.5825228172,-106.38321036;Rio Grande;Colorado
2192;179;37;34.9883574887,-80.5307400446;Union;North Carolina
2193;147;5;35.1863303424,-91.2430822004;Woodruff;Arkansas
2194;45;30;47.0454432493,-110.266046893;Judith Basin;Montana
2195;137;72;18.4572380901,-66.1905835491;Toa Baja;Puerto Rico
2196;39;35;36.5095802749,-106.693083681;Rio Arriba;New Mexico
2197;77;55;43.8195818941,-89.398748852;Marquette;Wisconsin
2198;55;53;48.5631854705,-122.977512444;San Juan;Washington
2199;47;8;39.8575436237,-105.522621196;Gilpin;Colorado
2200;3;54;39.4640664935,-78.0275428663;Berkeley;West Virginia
2201;165;13;32.7924711254,-81.9635320121;Jenkins;Georgia
2202;121;12;30.1956117481,-82.9914923725;Suwannee;Florida
2203;15;72;17.9585899206,-66.041855295;Arroyo;Puerto Rico
2204;79;18;38.9969300555,-85.6280646001;Jennings;Indiana
2205;21;36;42.2500701189,-73.6318704984;Columbia;New York
2206;73;16;42.5814260739,-116.169968363;Owyhee;Idaho
2207;57;46;44.6737588538,-97.1883336931;Hamlin;South Dakota
2208;81;54;37.7713611083,-81.2486346747;Raleigh;West Virginia
2209;27;26;41.9154003329,-85.9934577475;Cass;Michigan
2210;99;28;32.7534965705,-89.1175728285;Neshoba;Mississippi
2211;143;17;40.7880635936,-89.7599800409;Peoria;Illinois
2212;97;27;46.0126176925,-94.2684153059;Morrison;Minnesota
2213;91;40;35.3736416751,-95.6667999353;McIntosh;Oklahoma
2214;115;19;41.2185070628,-91.2596183012;Louisa;Iowa
2215;35;36;43.1138468547,-74.4221748142;Fulton;New York
2216;101;22;29.6346233871,-91.4729263457;St. Mary;Louisiana
2217;15;27;44.2421397159,-94.7275713188;Brown;Minnesota
2218;239;21;38.0423908286,-84.7436031459;Woodford;Kentucky
2219;39;56;43.9346374164,-110.589809669;Teton;Wyoming
2220;59;38;46.716058182,-101.281118786;Morton;North Dakota
2221;21;37;35.611177887,-82.5301070587;Buncombe;North Carolina
2222;487;48;34.0807261331,-99.2410547627;Wilbarger;Texas
2223;117;37;35.843213981,-77.109232267;Martin;North Carolina
2224;121;18;39.7736200492,-87.2063672164;Parke;Indiana
2225;17;19;42.7745872458,-92.3180548339;Bremer;Iowa
2226;343;48;33.1134825704,-94.7326503668;Morris;Texas
2227;1;50;44.0309090144,-73.1409413698;Addison;Vermont
2228;185;29;38.0371780097,-93.775975762;St. Clair;Missouri
2229;63;16;43.0023986959,-114.138200808;Lincoln;Idaho
2230;39;47;35.6030197595,-88.108772783;Decatur;Tennessee
2231;41;38;46.4325011338,-102.460280406;Hettinger;North Dakota
2232;40;60;-11.0543869937,-171.074929617;Swains Island;American Samoa
2233;93;18;38.8411628915,-86.4834511309;Lawrence;Indiana
2234;169;21;36.9905417852,-85.6292510918;Metcalfe;Kentucky
2235;155;29;36.2114502716,-89.7853789263;Pemiscot;Missouri
2236;319;48;30.7177158024,-99.2261274236;Mason;Texas
2237;99;54;38.1459486608,-82.4269495914;Wayne;West Virginia
2238;109;31;40.7841735523,-96.687755507;Lancaster;Nebraska
2239;327;48;30.8897820069,-99.8206358613;Menard;Texas
2240;171;13;33.0765357599,-84.1394626622;Lamar;Georgia
2241;51;16;43.8201324535,-112.311302461;Jefferson;Idaho
2242;115;47;35.1293327482,-85.6219924364;Marion;Tennessee
2243;181;51;37.1169121603,-76.88830957;Surry;Virginia
2244;13;56;43.0405280973,-108.630418124;Fremont;Wyoming
2245;95;27;45.9380407246,-93.630083459;Mille Lacs;Minnesota
2246;17;8;38.8279397207,-102.603395824;Cheyenne;Colorado
2247;45;16;44.061546541,-116.397518964;Gem;Idaho
2248;153;26;46.0424798151,-86.1772944904;Schoolcraft;Michigan
2249;45;13;33.5827978515,-85.0797630545;Carroll;Georgia
2250;13;38;48.7910039093,-102.518193492;Burke;North Dakota
2251;123;48;29.0820812942,-97.356778445;DeWitt;Texas
2252;220;2;57.1797757863,-135.304965119;Sitka;Alaska
2253;15;24;39.5624202546,-75.9481069728;Cecil;Maryland
2254;290;2;65.5086521548,-151.389616025;Yukon-Koyukuk;Alaska
2255;17;4;35.3995733714,-110.321396004;Navajo;Arizona
2256;131;31;40.6485010044,-96.1347754194;Otoe;Nebraska
2257;99;31;40.5067072585,-98.9480216382;Kearney;Nebraska
2258;73;51;37.4012086268,-76.5229667418;Gloucester;Virginia
2259;187;20;37.5630613882,-101.784183191;Stanton;Kansas
2260;163;29;39.3438351886,-91.1713632054;Pike;Missouri
2261;37;22;30.8450707709,-91.0455350736;East Feliciana;Louisiana
2262;165;29;39.3803407733,-94.7737543641;Platte;Missouri
2263;15;42;41.7886677146,-76.5154525457;Bradford;Pennsylvania
2264;159;17;38.7123597006,-88.0851335477;Richland;Illinois
2265;23;39;39.9167779156,-83.7838897267;Clark;Ohio
2266;770;51;37.2784856293,-79.9580837461;Roanoke;Virginia
2267;179;47;36.2932966258,-82.4974202594;Washington;Tennessee
2268;117;12;28.7169755783,-81.2363275276;Seminole;Florida
2269;61;46;43.6748244159,-97.787331341;Hanson;South Dakota
2270;85;16;44.7666370786,-115.566279021;Valley;Idaho
2271;33;54;39.2835296916,-80.3798749895;Harrison;West Virginia
2272;199;17;37.7302529228,-88.9299244512;Williamson;Illinois
2273;1;8;39.8736400746,-104.337801716;Adams;Colorado
2274;10;78;17.7356133736,-64.747935737;St. Croix;U.S. Virgin Islands
2275;201;48;29.8572816038,-95.3923371044;Harris;Texas
2276;9;53;48.1102917179,-123.934213907;Clallam;Washington
2277;107;5;34.42829125,-90.8480221032;Phillips;Arkansas
2278;31;24;39.1363621482,-77.2042373226;Montgomery;Maryland
2279;419;48;31.7924089362,-94.1450175185;Shelby;Texas
2280;129;72;18.1479975123,-65.9764543268;San Lorenzo;Puerto Rico
2281;37;27;44.6718744229,-93.0654245878;Dakota;Minnesota
2282;175;19;41.0277303995,-94.2423791547;Union;Iowa
2283;39;21;36.8532163803,-88.9710587868;Carlisle;Kentucky
2284;10;60;-14.2674550886,-170.627332642;Eastern;American Samoa
2285;49;51;37.5121196812,-78.2449450925;Cumberland;Virginia
2286;117;28;34.6182874723,-88.5200953248;Prentiss;Mississippi
2287;111;42;39.9724398254,-79.0282722626;Somerset;Pennsylvania
2288;245;13;33.3596322314,-82.0735477739;Richmond;Georgia
2289;159;27;46.5857615606,-94.9694078336;Wadena;Minnesota
2290;97;37;35.8070259189,-80.8734378255;Iredell;North Carolina
2291;17;30;46.2527089623,-105.57171097;Custer;Montana
2292;161;19;42.3862603643,-95.1053945569;Sac;Iowa
2293;67;19;43.0599208476,-92.7890033704;Floyd;Iowa
2294;207;29;36.8556222182,-89.9443100866;Stoddard;Missouri
2295;71;37;35.2943489527,-81.1802416273;Gaston;North Carolina
2296;99;21;37.29992674,-85.8847094016;Hart;Kentucky
2297;159;20;38.3471428738,-98.2010299558;Rice;Kansas
2298;135;20;38.4794187776,-99.9161797856;Ness;Kansas
2299;13;34;40.7872147845,-74.2470601526;Essex;New Jersey
2300;17;72;18.4715322319,-66.5594617226;Barceloneta;Puerto Rico
2301;45;42;39.9168074106,-75.3988998092;Delaware;Pennsylvania
2302;99;6;37.5591374435,-120.997682895;Stanislaus;California
2303;25;35;32.7921493696,-103.412478212;Lea;New Mexico
2304;55;42;39.9274146651,-77.7212449251;Franklin;Pennsylvania
2305;79;42;41.177009812,-75.9890260819;Luzerne;Pennsylvania
2306;39;26;44.6836111689,-84.6103371078;Crawford;Michigan
2307;307;48;31.1988711407,-99.3474783776;McCulloch;Texas
2308;91;29;36.7740135585,-91.8865416662;Howell;Missouri
2309;25;72;18.21191478,-66.0507654249;Caguas;Puerto Rico
2310;35;5;35.2079371348,-90.3088719897;Crittenden;Arkansas
2311;91;31;41.9159125951,-101.135334608;Hooker;Nebraska
2312;640;51;36.6660406992,-80.9175879894;Galax;Virginia
2313;31;34;41.0343060095,-74.3007756821;Passaic;New Jersey
2314;103;37;35.0217248029,-77.3551679748;Jones;North Carolina
2315;9;21;36.9655811681,-85.9336633247;Barren;Kentucky
2316;23;30;46.0607701736,-113.067841951;Deer Lodge;Montana
2317;35;53;47.6396466034,-122.649176385;Kitsap;Washington
2318;71;22;30.0686436991,-89.928127921;Orleans;Louisiana
2319;39;12;30.5794688821,-84.6135993294;Gadsden;Florida
2320;75;28;32.4042861987,-88.662541529;Lauderdale;Mississippi
2321;27;16;43.6250870279,-116.709270124;Canyon;Idaho
2322;69;20;37.7381978567,-100.437862948;Gray;Kansas
2323;111;13;34.8641146532,-84.3198525836;Fannin;Georgia
2324;43;37;35.0571811284,-83.7501767115;Clay;North Carolina
2325;85;72;18.1875265182,-65.8693174115;Las Piedras;Puerto Rico
2326;33;49;41.6322534258,-111.244509797;Rich;Utah
2327;53;12;28.5561708513,-82.4684895116;Hernando;Florida
2328;19;48;29.7472049939,-99.246244112;Bandera;Texas
2329;97;30;45.8138937581,-109.941013899;Sweet Grass;Montana
2330;151;28;33.2836981018,-90.9474546435;Washington;Mississippi
2331;45;19;41.8980358084,-90.5319724291;Clinton;Iowa
2332;127;72;18.4222580561,-66.0683255265;San Juan;Puerto Rico
2333;113;20;38.3916666453,-97.6480798696;McPherson;Kansas
2334;81;1;32.6011364841,-85.355562704;Lee;Alabama
2335;3;38;46.9361064669,-98.07154012;Barnes;North Dakota
2336;43;22;31.599703679,-92.5595204513;Grant;Louisiana
2337;109;27;44.0037525074,-92.401770932;Olmsted;Minnesota
2338;99;42;40.3984096201,-77.2622958162;Perry;Pennsylvania
2339;117;8;39.634170806,-106.116379137;Summit;Colorado
2340;223;13;33.9205455549,-84.867288503;Paulding;Georgia
2341;79;13;32.7145016626,-83.9863423246;Crawford;Georgia
2342;153;37;35.0060483545,-79.7477780226;Richmond;North Carolina
2343;79;5;33.9574736745,-91.7333211971;Lincoln;Arkansas
2344;199;13;33.0406559359,-84.6883115804;Meriwether;Georgia
2345;99;48;31.3909114388,-97.7992042907;Coryell;Texas
2346;1;19;41.3307464286,-94.4709413442;Adair;Iowa
2347;14;8;39.9541358004,-105.052664798;Broomfield;Colorado
2348;81;12;27.4775188749,-82.3575458711;Manatee;Florida
2349;139;37;36.2650187228,-76.2492413613;Pasquotank;North Carolina
2350;57;42;39.925343626,-78.1126836616;Fulton;Pennsylvania
2351;75;17;40.7472371326,-87.8242979012;Iroquois;Illinois
2352;157;19;41.6864421928,-92.531468397;Poweshiek;Iowa
2353;83;1;34.8100783219,-86.9813747654;Limestone;Alabama
2354;141;51;36.6783637366,-80.2842745676;Patrick;Virginia
2355;45;38;46.4569158173,-98.5354613133;LaMoure;North Dakota
2356;45;6;39.4336238198,-123.431553907;Mendocino;California
2357;55;48;29.8371164017,-97.6199983523;Caldwell;Texas
2358;49;27;44.4096825746,-92.7229029989;Goodhue;Minnesota
2359;173;37;35.4868150519,-83.4927393736;Swain;North Carolina
2360;45;41;43.1934752745,-117.623098133;Malheur;Oregon
2361;21;35;35.8579354045,-103.820048707;Harding;New Mexico
2362;23;28;32.0414016703,-88.6894044448;Clarke;Mississippi
2363;41;46;45.1566160513,-100.871863039;Dewey;South Dakota
2364;77;45;34.8873453574,-82.725248963;Pickens;South Carolina
2365;23;18;40.3016905964,-86.4751595355;Clinton;Indiana
2366;3;13;31.2971083422,-82.8799928978;Atkinson;Georgia
2367;21;72;18.3496368773,-66.1683365642;Bayamón;Puerto Rico
2368;127;51;37.5052112298,-76.9973400492;New Kent;Virginia
2369;167;48;29.3799669428,-94.8626717415;Galveston;Texas
2370;151;39;40.813888089,-81.3656367045;Stark;Ohio
2371;89;17;41.9388566679,-88.4286377038;Kane;Illinois
2372;55;45;34.3387988678,-80.5902184298;Kershaw;South Carolina
2373;141;21;36.8596987837,-86.8789382363;Logan;Kentucky
2374;31;21;37.2072808133,-86.68175556;Butler;Kentucky
2375;309;13;32.1170652349,-82.7245932678;Wheeler;Georgia
2376;9;41;45.943781443,-123.08825568;Columbia;Oregon
2377;61;37;34.9365348363,-77.9330277459;Duplin;North Carolina
2378;9;22;31.07624372,-92.001376741;Avoyelles;Louisiana
2379;161;31;42.5047730204,-102.408963566;Sheridan;Nebraska
2380;229;13;31.3587576021,-82.2127427051;Pierce;Georgia
2381;107;19;41.3364654753,-92.1786423155;Keokuk;Iowa
2382;5;5;36.2871782318,-92.3369721117;Baxter;Arkansas
2383;7;44;41.8713684138,-71.578520179;Providence;Rhode Island
2384;107;13;32.5897619047,-82.301708462;Emanuel;Georgia
2385;153;31;41.1129273435,-96.1119919612;Sarpy;Nebraska
2386;71;13;31.1883904668,-83.7688482856;Colquitt;Georgia
2387;173;17;39.3911561848,-88.8055049879;Shelby;Illinois
2388;7;4;33.7997498678,-110.811737097;Gila;Arizona
2389;41;28;31.2142247537,-88.6391629414;Greene;Mississippi
2390;5;55;45.4237232587,-91.8483120037;Barron;Wisconsin
2391;107;12;29.6086348479,-81.7443041288;Putnam;Florida
2392;25;26;42.2465394718,-85.0055834874;Calhoun;Michigan
2393;127;20;38.6874292494,-96.6498496136;Morris;Kansas
2394;170;2;62.3046703274,-149.580200458;Matanuska-Susitna;Alaska
2395;95;29;39.008475666,-94.3461007818;Jackson;Missouri
